ASVid,domain,phylum,class,order,family,genus
t13933,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t13937,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t13945,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
t13982,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
t13987,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
t13990,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
t13998,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
t1402,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t14045,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t14047,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t14051,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t14071,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
t14080,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
t14082,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea
t14087,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Litorimonas
t14092,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
t14094,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
t14113,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t14116,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t14188,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
t14194,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
t14196,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
t1420,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t14221,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulforhopalus
t14226,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t14227,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t14244,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
t14246,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
t14279,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
t14312,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia
t14319,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t1435,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
t14353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14359,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t14367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
t14371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans
t14378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14380,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t14403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax
t14404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas
t14410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_ge
t14429,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
t14430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
t14432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
t14433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
t14442,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
t14462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
t14475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius
t14484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t14490,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t14497,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
t14499,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14502,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14508,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14512,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina
t14518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
t14536,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14538,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia
t14549,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
t14558,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14578,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea
t14585,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola
t14595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagicola
t14596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t14634,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
t14658,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t14660,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t14661,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t14667,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t14674,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t14676,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t14697,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
t14701,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
t14706,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
t14723,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t14732,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t14744,Bacteria,Planctomycetes,OM190,OM190_or,OM190_or_fa,OM190_or_fa_ge
t14745,Bacteria,Planctomycetes,OM190,OM190_or,OM190_or_fa,OM190_or_fa_ge
t1476,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Tunicatimonas
t14765,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t14766,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t14767,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t14769,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t1478,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinaceae_ge
t14783,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
t14784,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
t1479,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_or,Deltaproteobacteria_or_fa,Deltaproteobacteria_or_fa_ge
t14861,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya
t14890,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
t14952,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
t14961,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
t14962,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
t14968,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
t14996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
t14999,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
t15000,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
t15019,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Xuhuaishuia
t15020,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t15031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t15046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola
t15050,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium
t15054,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria
t15056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter
t15057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t15060,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t15067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t1508,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
t15083,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola
t15089,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t15097,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t15106,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
t15124,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
t15125,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
t15142,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t15154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maribius
t15158,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maribius
t15161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC117 lineage
t15168,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t15172,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
t15184,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t15202,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea
t15211,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia
t15229,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t15271,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN169 marine group,AEGEAN169 marine group_ge
t15289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia
t15325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t1534,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t1537,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
t15398,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria
t15427,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t15436,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
t15480,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t15488,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_or,Gammaproteobacteria_or_fa,Gammaproteobacteria_or_fa_ge
t15494,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangiaceae_ge
t15500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax
t15538,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
t15549,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
t15563,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacterium
t15586,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge
t15589,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
t15607,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t15609,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
t15612,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
t15614,Bacteria,Bacteroidetes,Bacteroidetes,Saprospiria,Saprospirales,Saprospirales_ge
t15618,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Pleurocapsa PCC7319
t15622,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t15624,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
t15626,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales_fa_ge,Chitinophagales_fa_ge
t1591,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t1630,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
t1678,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t1679,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t1680,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t1688,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t1725,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Ectothiorhodospiraceae_ge
t1826,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
t1828,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella
t1843,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t1867,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,Clade III_ge
t1871,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
t1925,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
t1927,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
t1933,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculales_fa,Parvibaculales_fa_ge
t1935,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group
t2023,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t2054,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t2101,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
t2112,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_or,Gammaproteobacteria_or_fa,Gammaproteobacteria_or_fa_ge
t2113,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_or,Gammaproteobacteria_or_fa,Gammaproteobacteria_or_fa_ge
t2114,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_or,Gammaproteobacteria_or_fa,Gammaproteobacteria_or_fa_ge
t2143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t2144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t2211,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonadaceae_ge
t2212,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade
t2230,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera
t2261,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
t2288,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola
t2294,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter
t230,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Alphaproteobacteria Incertae Sedis_fa,Acuticoccus
t2360,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t2447,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
t2528,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia
t2548,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,NS9 marine group_ge
t2568,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
t2589,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia
t2638,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t2641,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t2669,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_ge
t2673,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
t280,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t283,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t2832,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola
t2837,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
t2845,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t2929,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t2930,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t2934,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t2985,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t2988,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t3044,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t3048,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
t3051,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t3093,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t3095,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t3130,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t3131,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t3135,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
t3155,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
t3179,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_fa,Micavibrionales_fa_ge
t3181,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrionaceae_ge
t3182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t3186,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t3194,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t320,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3210,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_fa,Micavibrionales_fa_ge
t3224,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t3228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t323,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_ge
t324,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3243,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge
t3255,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3256,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3260,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3263,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3266,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3287,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t329,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3295,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
t3303,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3314,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t3315,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
